Question	Answer
شكراً جزيلاً	اهلاً وسهلاً!
ممتاز شكرا	اهلاً وسهلاً!
اشكرك صديقي	اهلاً وسهلاً!
شكرا لك أيها الطيب	اهلاً وسهلاً!
شكرا لك على ذلك	اهلاً وسهلاً!
شكرا لك بوت	اهلاً وسهلاً!
شكرًا لك	اهلاً وسهلاً!
الحق، شكرا جزيلا	اهلاً وسهلاً!
الحق، شكرا جزيلا	اهلاً وسهلاً!
جذري، شكرا	اهلاً وسهلاً!
Neato	That's great
okay cool	That's great
Hells yes	That's great
Aha	That's great
You got it	That's great
That's good news	That's great
That's awesome	That's great
Totally tubular	That's great
That's great to hear	That's great
I'm impressed	That's great
n'kay	That's great
How cool	That's great
I agree	That's great
I feel you	That's great
I get it	That's great
I get you	That's great
I got it	That's great
I hear you	That's great
I know right?	That's great
I like that	That's great
i m great	That's great
I'm amazed	That's great
Hooray	That's great
I'm into it	That's great
Incredible	That's great
Interesting	That's great
K	That's great
Legit	That's great
Let's do it	That's great
Living the dream	That's great
lovely	That's great
Neat	That's great
A ha	That's great
I understand	That's great
Fleek	That's great
Acknowledged	That's great
Ah	That's great
Amazing	That's great
Awesome	That's great
Big O, little k	That's great
Bingo	That's great
Cool	That's great
Duh	That's great
Excellent	That's great
Fantastic	That's great
How awesome	That's great
Fine	That's great
Oh for sure	That's great
For sure	That's great
Good	That's great
Good news	That's great
Good to know	That's great
Got it	That's great
Gotcha	That's great
Great	That's great
haha ok	That's great
Hell yeah	That's great
Hell yes	That's great
Fascinating	That's great
Very nice	That's great
niiice	That's great
thats good	That's great
That's good	That's great
That's great.	That's great
That's incredible	That's great
That's legit	That's great
That's what I'm talking about	That's great
Totally	That's great
U know it	That's great
That's amazing	That's great
well	That's great
well okay then	That's great
Works for me	That's great
Yay	That's great
yeah sure	That's great
Yep	That's great
Yes	That's great
Yes lol	That's great
Yes to that	That's great
You know it	That's great
Tubular	That's great
Ryokai	That's great
Oh ho	That's great
OK	That's great
ok cool	That's great
ok then	That's great
okay	That's great
Okay.	That's great
On point	That's great
Perfect	That's great
Rad	That's great
Radical	That's great
that's cool	That's great
Roger	That's great
Yup	That's great
Sounds about right	That's great
Sounds good	That's great
sounds great	That's great
Sounds like a plan	That's great
Stupendous	That's great
Super	That's great
super cool	That's great
sure	That's great
That is good news	That's great
That is good to hear	That's great
That is great	That's great
Right on	That's great
حسنا رائع	!عظيم
أها	!عظيم
لقد فهمت	!عظيم
إنه خبر سار	!عظيم
هذا رائع	!عظيم
أنبوبي تماما	!عظيم
من الرائع سماع ذلك	!عظيم
أنا معجب	!عظيم
لا	!عظيم
اليس رائعآ	!عظيم
أنا موافق	!عظيم
أنا أشعر بك	!عظيم
أحصل عليه	!عظيم
أفهمك	!عظيم
حصلت عليه	!عظيم
أسمعك	!عظيم
أنا أوافق؟	!عظيم
أحب ذلك	!عظيم
أنا عظيم	!عظيم
انا مندهش	!عظيم
مرحى	!عظيم
أنا في ذلك	!عظيم
رائع	!عظيم
مثير للاهتمام	!عظيم
ك	!عظيم
قانوني	!عظيم
دعنا نقوم به	!عظيم
يعيش الحلم	!عظيم
محبوب	!عظيم
مرتب	!عظيم
أها	!عظيم
أفهم	!عظيم
الاقرب الى الكمال	!عظيم
معترف به	!عظيم
آه	!عظيم
مدهش	!عظيم
مذهل	!عظيم
كبير يا، صغير ك	!عظيم
البنغو	!عظيم
رائع	!عظيم
دوه	!عظيم
ممتاز	!عظيم
رائع	!عظيم
كم هو رائع	!عظيم
بخير	!عظيم
نعم بالتأكيد	!عظيم
بالتأكيد	!عظيم
جيد	!عظيم
أخبار جيدة	!عظيم
جيد ان تعلم	!عظيم
فهمتها	!عظيم
يس	!عظيم
عظيم	!عظيم
موافق	!عظيم
إي نعم	!عظيم
مبهر	!عظيم
لطيف جدًا	!عظيم
نيسي	!عظيم
هذا جيد	!عظيم
هذا جيد	!عظيم
ذلك رائع.	!عظيم
هذا غير معقول	!عظيم
هذا شرعي	!عظيم
هذا ما أتحدث عنه	!عظيم
تماما	!عظيم
أنت تعرف ذلك	!عظيم
هذا مذهل	!عظيم
حسنًا	!عظيم
كذلك حسنا ثم	!عظيم
تناسبني	!عظيم
ياي	!عظيم
طبعا أكيد	!عظيم
نعم	!عظيم
نعم يوهو	!عظيم
نعم لذلك	!عظيم
أنت تعرفها	!عظيم
أنبوبي	!عظيم
ريوكاي	!عظيم
أوه هو	!عظيم
نعم	!عظيم
حسنا جيد	!عظيم
حسنا إذا	!عظيم
تمام	!عظيم
تمام.	!عظيم
على نقطة	!عظيم
ممتاز	!عظيم
متطرف	!عظيم
هذا بارد	!عظيم
حاضر	!عظيم
نعم	!عظيم
تبدو صحيحية	!عظيم
ًيبدو جيدا	!عظيم
يبدو عظيما	!عظيم
تبدو كخطة	!عظيم
هائل	!عظيم
ممتاز	!عظيم
أكثر من رائع	!عظيم
بالتأكيد	!عظيم
تلك أخبار جيدة	!عظيم
هذا جيد للسماع	!عظيم
هذا عظيم	!عظيم
الحق علي	!عظيم
Howdy	Hi! How can I assist you today?
hello bot	Hi! How can I assist you today?
Greetings and salutations	Hi! How can I assist you today?
Hello there	Hi! How can I assist you today?
Greetings caring bot	Hi! How can I assist you today?
Hi	Hi! How can I assist you today?
G'day	Hi! How can I assist you today?
Hey it's you!	Hi! How can I assist you today?
Open a hailing channel	Hi! How can I assist you today?
Hey my dude	Hi! How can I assist you today?
Hello	Hi! How can I assist you today?
Hello my friend	Hi! How can I assist you today?
Hey caring bot	Hi! How can I assist you today?
Hey friendly bot	Hi! How can I assist you today?
Ahoy	Hi! How can I assist you today?
Hail!	Hi! How can I assist you today?
Hey pal	Hi! How can I assist you today?
Hey professional bot	Hi! How can I assist you today?
Hey there	Hi! How can I assist you today?
Hey there bot	Hi! How can I assist you today?
Hey there buddy	Hi! How can I assist you today?
Hey there pal	Hi! How can I assist you today?
Hey homie	Hi! How can I assist you today?
Ahoy there	Hi! How can I assist you today?
Aloha	Hi! How can I assist you today?
Aloha bot	Hi! How can I assist you today?
Bonjour	Hi! How can I assist you today?
Good day	Hi! How can I assist you today?
Hailing the bot	Hi! How can I assist you today?
Greetings	Hi! How can I assist you today?
Hailing Bot	Hi! How can I assist you today?
Greetings bot	Hi! How can I assist you today?
Greetings friend	Hi! How can I assist you today?
Greetings friendly bot	Hi! How can I assist you today?
Greetings professional bot	Hi! How can I assist you today?
Greetings witty bot	Hi! How can I assist you today?
Heya	Hi! How can I assist you today?
Good tidings	Hi! How can I assist you today?
Well hello	Hi! How can I assist you today?
Hey witty bot	Hi! How can I assist you today?
Oh, hello	Hi! How can I assist you today?
Open a channel	Hi! How can I assist you today?
Open a hailing frequency	Hi! How can I assist you today?
Salutations	Hi! How can I assist you today?
Oh hey, it's you	Hi! How can I assist you today?
Shalom	Hi! How can I assist you today?
Oh hey there	Hi! How can I assist you today?
Well hey there	Hi! How can I assist you today?
Well hi	Hi! How can I assist you today?
Well hi there	Hi! How can I assist you today?
Well howdy	Hi! How can I assist you today?
Yo	Hi! How can I assist you today?
Yo man	Hi! How can I assist you today?
Salutations!	Hi! How can I assist you today?
Hi witty bot	Hi! How can I assist you today?
Yo my dude	Hi! How can I assist you today?
Hey-hey	Hi! How can I assist you today?
Hi bot	Hi! How can I assist you today?
Hi caring bot	Hi! How can I assist you today?
Hi friendly bot	Hi! How can I assist you today?
Oh howdy there	Hi! How can I assist you today?
Hi there!	Hi! How can I assist you today?
Hey you	Hi! How can I assist you today?
Hiya	Hi! How can I assist you today?
Hi-ya	Hi! How can I assist you today?
Howdy partner	Hi! How can I assist you today?
Oh hello	Hi! How can I assist you today?
Oh hello there	Hi! How can I assist you today?
Oh hey amigo	Hi! How can I assist you today?
Hi professional bot	Hi! How can I assist you today?
مرحباً	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
مرحبا بوت	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
تحياتي	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
أهلاً بك	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
تحيات رعاية بوت	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
أهلاً	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
طاب يومك	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
يا هذا أنت!	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
ارحب	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
يا صديقي	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
مرحبًا	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
أهلاً يا صديقي	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
يا بوت الرعاية	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
يا بوت يا لطيف	أهلاً وسهلاً! كيف يمكنني مساعدتك اليوم؟
